,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
652,2022041100100377,2022년 4월 11일 16시,월요일,경기도 시흥시 정왕동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,25세,상해없음,보행자,남,10세,중상
653,2022041100100410,2022년 4월 11일 17시,월요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,자전거,여,11세,경상
654,2022041100100561,2022년 4월 11일 21시,월요일,경기도 안산시 상록구 부곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,기타,기타,단일로 - 기타,승용,남,49세,상해없음,보행자,남,11세,경상
655,2022041200100376,2022년 4월 12일 17시,화요일,경기도 화성시 산척동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,기타,맑음,기타 - 기타,자전거,남,8세,상해없음,보행자,남,12세,중상
656,2022041200100424,2022년 4월 12일 18시,화요일,경기도 안산시 상록구 본오동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,10세,경상
657,2022041400100353,2022년 4월 14일 16시,목요일,경기도 동두천시 보산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,12세,경상
659,2022041500100250,2022년 4월 15일 13시,금요일,경기도 성남시 분당구 서현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,39세,기타불명,자전거,남,11세,경상
660,2022041500100362,2022년 4월 15일 16시,금요일,경기도 평택시 고덕면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,59세,상해없음,보행자,남,10세,중상
661,2022041600100398,2022년 4월 16일 16시,토요일,경기도 김포시 통진읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,남,50세,기타불명,보행자,남,10세,경상
662,2022041700100120,2022년 4월 17일 10시,일요일,경기도 하남시 풍산동,부상신고사고,0,0,0,1,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,자전거,남,10세,부상신고
663,2022041900100393,2022년 4월 19일 16시,화요일,경기도 광주시 송정동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,여,12세,경상
664,2022041900100470,2022년 4월 19일 17시,화요일,경기도 남양주시 호평동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,10세,부상신고
666,2022042100100444,2022년 4월 21일 19시,목요일,경기도 평택시 고덕면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,미분류 - 미분류,자전거,기타불명,미분류,기타불명,보행자,여,11세,경상
667,2022042200100096,2022년 4월 22일 08시,금요일,경기도 하남시 덕풍동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,여,10세,경상
668,2022042200100413,2022년 4월 22일 17시,금요일,경기도 파주시 목동동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,보행자,여,12세,중상
669,2022042200100470,2022년 4월 22일 19시,금요일,경기도 광주시 쌍령동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,자전거,남,11세,경상
670,2022042200100474,2022년 4월 22일 19시,금요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,자전거,남,12세,경상
671,2022042300100123,2022년 4월 23일 10시,토요일,경기도 평택시 청북읍,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,35세,상해없음,자전거,남,10세,중상
672,2022042400100423,2022년 4월 24일 21시,일요일,경기도 남양주시 별내동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,12세,중상
673,2022042500100313,2022년 4월 25일 14시,월요일,경기도 고양시 일산서구 주엽동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,자전거,남,11세,경상
674,2022042500100333,2022년 4월 25일 15시,월요일,경기도 부천시 약대동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,흐림,교차로 - 교차로안,화물,남,41세,상해없음,자전거,남,10세,경상
676,2022042600100335,2022년 4월 26일 14시,화요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,자전거,남,10세,경상
677,2022042600100346,2022년 4월 26일 15시,화요일,경기도 시흥시 신천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,자전거,남,10세,경상
678,2022042600100368,2022년 4월 26일 16시,화요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,자전거,남,11세,경상
679,2022042600100389,2022년 4월 26일 16시,화요일,경기도 고양시 일산동구 문봉동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,보행자,남,10세,경상
680,2022042700100299,2022년 4월 27일 14시,수요일,경기도 용인시 처인구 역북동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
681,2022042700100356,2022년 4월 27일 15시,수요일,경기도 남양주시 별내동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,75세,상해없음,자전거,남,12세,중상
682,2022042800100364,2022년 4월 28일 16시,목요일,경기도 군포시 산본동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,30세,상해없음,보행자,여,10세,경상
683,2022042800100368,2022년 4월 28일 16시,목요일,경기도 화성시 새솔동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,10세,경상
684,2022042800100478,2022년 4월 28일 19시,목요일,경기도 광주시 송정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,66세,상해없음,보행자,남,11세,경상
685,2022042900100139,2022년 4월 29일 08시,금요일,경기도 부천시 원종동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로안,승용,여,60세,상해없음,보행자,남,12세,중상
686,2022042900100412,2022년 4월 29일 16시,금요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,자전거,남,12세,경상
687,2022042900100526,2022년 4월 29일 19시,금요일,경기도 성남시 분당구 서현동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,보행자,여,10세,경상
688,2022043000100379,2022년 4월 30일 17시,토요일,경기도 수원시 영통구 영통동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,12세,중상
689,2022050100100291,2022년 5월 1일 16시,일요일,경기도 화성시 새솔동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,34세,상해없음,보행자,남,11세,중상
690,2022050200100432,2022년 5월 2일 17시,월요일,경기도 부천시 원종동,중상사고,0,2,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,여,52세,상해없음,보행자,여,11세,중상
691,2022050200100538,2022년 5월 2일 20시,월요일,경기도 안양시 만안구 안양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,70세,기타불명,자전거,남,10세,경상
692,2022050300100086,2022년 5월 3일 08시,화요일,경기도 안산시 단원구 원곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,기타,맑음,기타 - 기타,승용,여,52세,상해없음,보행자,여,12세,경상
693,2022050300100338,2022년 5월 3일 15시,화요일,경기도 군포시 산본동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,자전거,남,10세,중상
694,2022050300100408,2022년 5월 3일 16시,화요일,경기도 남양주시 진건읍,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,여,49세,상해없음,보행자,여,12세,경상
695,2022050400100354,2022년 5월 4일 14시,수요일,경기도 시흥시 은행동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,49세,상해없음,보행자,남,11세,중상
697,2022050600100074,2022년 5월 6일 08시,금요일,경기도 부천시 송내동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,57세,상해없음,자전거,남,11세,중상
698,2022050700100299,2022년 5월 7일 15시,토요일,경기도 성남시 수정구 신흥동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,12세,경상
699,2022050800100149,2022년 5월 8일 12시,일요일,경기도 하남시 미사동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,67세,상해없음,보행자,남,12세,부상신고
701,2022051000100402,2022년 5월 10일 16시,화요일,경기도 광주시 쌍령동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,보행자,여,12세,중상
702,2022051000100447,2022년 5월 10일 17시,화요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,여,49세,상해없음,보행자,여,11세,경상
703,2022051000100449,2022년 5월 10일 17시,화요일,경기도 화성시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,보행자,남,12세,경상
704,2022051100100266,2022년 5월 11일 14시,수요일,경기도 양평군 양평읍,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,67세,상해없음,보행자,남,10세,부상신고
705,2022051300100097,2022년 5월 13일 08시,금요일,경기도 안산시 상록구 본오동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,48세,상해없음,보행자,남,10세,경상
706,2022051300100128,2022년 5월 13일 08시,금요일,경기도 남양주시 진접읍,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,17세,경상,보행자,여,10세,경상
707,2022051300100424,2022년 5월 13일 17시,금요일,경기도 수원시 권선구 호매실동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,12세,중상
708,2022051300100481,2022년 5월 13일 18시,금요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,보행자,남,12세,경상
709,2022051300100634,2022년 5월 13일 21시,금요일,경기도 의정부시 민락동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,35세,상해없음,보행자,남,12세,경상
710,2022051400100183,2022년 5월 14일 11시,토요일,경기도 양평군 양평읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,보행자,여,10세,경상
711,2022051400100612,2022년 5월 14일 21시,토요일,경기도 고양시 일산동구 장항동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,21세,경상,보행자,남,11세,경상
712,2022051500100360,2022년 5월 15일 17시,일요일,경기도 시흥시 배곧동,경상사고,0,0,1,0,차대차 - 측면충돌,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,자전거,남,11세,경상
713,2022051600100475,2022년 5월 16일 18시,월요일,경기도 수원시 장안구 천천동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,주차장 - 주차장,승합,남,60세,상해없음,보행자,남,11세,중상
714,2022051700100083,2022년 5월 17일 08시,화요일,경기도 부천시 송내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,11세,경상
